check,expiry,K1,K2,K3,C1,C2,C3,B_value,B_exec,executable,k_bucket,expiry_short,expiry_long,T_short,T_long,w_short,w_long,k_short,k_long
butterfly,2026-08-21 00:00:00,6980.0,6985.0,6990.0,514.5387543229172,510.3835256065657,505.6282968902143,-0.2999999999999545,5.684341886080802e-14,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,6985.0,6990.0,6995.0,510.3835256065657,505.6282968902143,500.0730681738629,-0.39999999999997726,-0.10000000000002274,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7005.0,7010.0,7015.0,490.8126107411602,486.80738202480876,481.50215330845737,-0.6499999999999773,-0.30000000000001137,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7025.0,7030.0,7035.0,471.99169587575466,467.33646715940324,462.48123844305184,-0.10000000000002274,0.3000000000000682,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7055.0,7060.0,7065.0,443.9103235776463,440.00509486129494,434.24986614494355,-0.9250000000000114,-0.5999999999999659,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7070.0,7075.0,7080.0,429.74463742859217,425.7394087122408,421.4341799958894,-0.14999999999997726,0.14999999999997726,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7075.0,7080.0,7085.0,425.7394087122408,421.4341799958894,416.07895127953805,-0.5249999999999773,-0.20000000000004547,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7090.0,7095.0,7100.0,411.22372256318664,407.66849384683525,403.06326513048384,-0.5250000000000341,-0.1999999999999318,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7100.0,7105.0,7110.0,403.06326513048384,398.55803641413246,394.0028076977811,-0.024999999999977263,0.25,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7105.0,7110.0,7115.0,398.55803641413246,394.0028076977811,388.44757898142973,-0.5,-0.14999999999997726,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7115.0,7120.0,7125.0,388.44757898142973,384.7923502650783,380.28712154872693,-0.4249999999999545,-0.10000000000002274,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7120.0,7125.0,7130.0,384.7923502650783,380.28712154872693,374.4818928323756,-0.6499999999999773,-0.35000000000002274,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7130.0,7135.0,7140.0,374.4818928323756,370.1266641160242,365.47143539967277,-0.1500000000000341,0.3499999999999659,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7140.0,7145.0,7150.0,365.47143539967277,362.0162066833214,357.51097796697,-0.5250000000000341,-0.19999999999998863,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7145.0,7150.0,7155.0,362.0162066833214,357.51097796697,351.85574925061866,-0.5749999999999886,-0.25000000000005684,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7160.0,7170.0,7175.0,347.45052053426724,339.5900631015645,333.6848343852131,-1.3166666666666629,-0.8666666666666174,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7180.0,7190.0,7195.0,329.42960566886177,321.76914823615897,315.9639195198076,-1.3166666666666629,-0.8666666666666174,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7195.0,7200.0,7205.0,315.9639195198076,312.9086908034562,307.50346208710477,-1.1750000000000114,-0.7500000000000568,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7220.0,7225.0,7230.0,293.88777593805065,289.8825472216992,285.3773185053479,-0.24999999999994316,0.30000000000001137,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7230.0,7235.0,7240.0,285.3773185053479,282.3720897889965,277.11686107264507,-1.125,-0.6500000000000341,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7250.0,7255.0,7260.0,268.30640363994235,265.40117492359093,261.1459462072396,-0.6749999999999545,-0.2999999999999545,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7255.0,7260.0,7265.0,265.40117492359093,261.1459462072396,255.19071749088818,-0.8500000000000227,-0.44999999999998863,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7270.0,7275.0,7280.0,250.9854887745368,248.3802600581854,244.32503134183403,-0.7249999999999659,-0.3499999999999943,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7275.0,7280.0,7285.0,248.3802600581854,244.32503134183403,238.66980262548265,-0.8000000000000114,-0.4000000000000057,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7290.0,7295.0,7300.0,234.5145739091313,232.20934519277986,228.1041164764285,-0.8999999999999773,-0.45000000000001705,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7295.0,7300.0,7310.0,232.20934519277986,228.1041164764285,219.64365904372573,-0.08333333333331439,0.2666666666666515,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7300.0,7310.0,7315.0,228.1041164764285,219.64365904372573,214.33843032737434,-0.7166666666666686,-0.23333333333332007,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7315.0,7320.0,7325.0,214.33843032737434,209.93320161102295,205.47797289467158,-0.025000000000005684,0.6000000000000227,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7325.0,7330.0,7335.0,205.47797289467158,203.3727441783202,197.8175154619688,-1.7250000000000227,-1.2499999999999432,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7335.0,7340.0,7345.0,197.8175154619688,193.91228674561742,189.95705802926605,-0.025000000000005684,0.6000000000000227,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7345.0,7350.0,7355.0,189.95705802926605,187.60182931291465,183.49660059656327,-0.8749999999999716,-0.39999999999997726,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7350.0,7355.0,7360.0,187.60182931291465,183.49660059656327,178.2413718802119,-0.5749999999999886,-0.05000000000001137,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7360.0,7365.0,7370.0,178.2413718802119,175.9861431638605,170.53091444750913,-1.5999999999999943,-1.0999999999999943,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7370.0,7375.0,7380.0,170.53091444750913,168.32568573115773,162.92045701480635,-1.5999999999999943,-1.049999999999983,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7380.0,7385.0,7390.0,162.92045701480635,160.51522829845496,155.9599995821036,-1.0749999999999886,-0.5000000000000284,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7395.0,7400.0,7405.0,152.2547708657522,149.8495421494008,144.49431343304946,-1.474999999999966,-0.9499999999999886,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7405.0,7410.0,7415.0,144.49431343304946,142.33908471669804,139.38385600034667,-0.39999999999997726,0.05000000000001137,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7410.0,7415.0,7420.0,142.33908471669804,139.38385600034667,135.32862728399527,-0.5500000000000114,-0.1500000000000341,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7415.0,7420.0,7425.0,139.38385600034667,135.32862728399527,130.0733985676439,-0.5999999999999943,-0.15000000000000568,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7425.0,7430.0,7435.0,130.0733985676439,126.86816985129252,123.21294113494112,-0.22500000000002274,0.45000000000000284,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7435.0,7440.0,7445.0,123.21294113494112,121.45771241858974,116.40248370223834,-1.6500000000000057,-1.0499999999999972,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7455.0,7460.0,7465.0,109.84202626953558,108.9867975531842,105.33156883683282,-1.4000000000000057,-0.9000000000000057,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7460.0,7465.0,7470.0,108.9867975531842,105.33156883683282,100.07634012048143,-0.7999999999999972,-0.20000000000001705,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7470.0,7475.0,7480.0,100.07634012048143,97.52111140413005,93.86588268777867,-0.5499999999999972,0.15000000000000568,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7480.0,7485.0,7490.0,93.86588268777867,91.56065397142729,88.25,-0.5027126275379601,0.2722873724620456,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7490.0,7500.0,7505.0,88.25,84.3,81.45,-0.5833333333333286,-0.06666666666664867,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7500.0,7505.0,7510.0,84.3,81.45,78.4,-0.10000000000000853,0.3499999999999943,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7505.0,7510.0,7515.0,81.45,78.4,73.85,-0.75,-0.25,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7515.0,7520.0,7525.0,73.85,72.8,70.25,-0.75,-0.29999999999998295,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7520.0,7525.0,7530.0,72.8,70.25,67.6,-0.05000000000001137,0.30000000000001137,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7525.0,7530.0,7535.0,70.25,67.6,63.2,-0.875,-0.45000000000000284,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7540.0,7545.0,7550.0,60.7,59.8,57.599999999999994,-0.6499999999999986,-0.20000000000000284,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7545.0,7550.0,7555.0,59.8,57.599999999999994,53.400000000000006,-0.9999999999999929,-0.5499999999999972,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7560.0,7565.0,7570.0,51.15,50.45,48.35,-0.7000000000000028,-0.3499999999999943,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7565.0,7570.0,7575.0,50.45,48.35,44.599999999999994,-0.8250000000000028,-0.45000000000000284,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7580.0,7585.0,7590.0,42.55,42.05,40.25,-0.6499999999999986,-0.30000000000000426,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7585.0,7590.0,7600.0,42.05,40.25,34.95,-0.5666666666666629,-0.23333333333333428,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7610.0,7615.0,7620.0,31.5,31.25,28.35,-1.3249999999999993,-0.9500000000000028,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7625.0,7630.0,7635.0,26.85,26.75,25.200000000000003,-0.7249999999999979,-0.3999999999999986,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7635.0,7640.0,7645.0,25.200000000000003,23.85,21.35,-0.5749999999999993,-0.24999999999999645,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7650.0,7660.0,7665.0,20.15,19.1,16.75,-1.2166666666666686,-0.6666666666666643,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7670.0,7675.0,7680.0,16.0,15.85,15.15,-0.27500000000000036,0.10000000000000142,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7675.0,7680.0,7685.0,15.85,15.15,13.3,-0.5750000000000011,-0.1999999999999993,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7690.0,7695.0,7700.0,12.45,12.25,10.95,-0.5500000000000007,-0.20000000000000107,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7725.0,7730.0,7735.0,7.7,7.9,6.7,-0.7000000000000002,-0.39999999999999947,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7740.0,7745.0,7750.0,6.3,6.5,5.5,-0.5999999999999996,-0.3000000000000007,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7750.0,7755.0,7760.0,5.5,5.550000000000001,4.75,-0.4250000000000007,-0.09999999999999964,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7760.0,7765.0,7770.0,4.75,4.85,4.199999999999999,-0.375,-0.10000000000000053,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7770.0,7775.0,7780.0,4.199999999999999,4.300000000000001,4.05,-0.1750000000000007,-8.881784197001252e-16,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7775.0,7780.0,7785.0,4.300000000000001,4.05,3.7,-0.04999999999999982,0.09999999999999964,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7785.0,7790.0,7795.0,3.7,3.6,3.3,-0.10000000000000009,0.09999999999999964,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7795.0,7800.0,7805.0,3.3,3.1,2.65,-0.12500000000000044,0.07500000000000018,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7810.0,7820.0,7825.0,2.4749999999999996,2.4749999999999996,2.1,-0.24999999999999956,-0.08333333333333304,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7825.0,7830.0,7835.0,2.1,1.975,1.825,-0.012500000000000178,0.19999999999999973,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7835.0,7840.0,7850.0,1.825,1.95,1.6,-0.19999999999999996,-0.06666666666666643,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7855.0,7860.0,7870.0,1.475,1.6,1.325,-0.17500000000000004,-0.050000000000000044,True,,,,,,,,,
butterfly,2026-08-21 00:00:00,7880.0,7890.0,7900.0,1.15,1.15,1.0750000000000002,-0.03749999999999987,0.07499999999999996,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7920.0,7925.0,7930.0,0.95,0.925,0.8500000000000001,-0.025000000000000022,0.09999999999999998,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7940.0,7950.0,7960.0,0.75,0.75,0.675,-0.03749999999999998,0.10000000000000009,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7960.0,7970.0,7975.0,0.675,0.7,0.625,-0.05833333333333324,0.06666666666666665,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7975.0,7980.0,7990.0,0.625,0.6499999999999999,0.55,-0.04999999999999993,0.08333333333333337,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,7990.0,8000.0,8010.0,0.55,0.575,0.55,-0.02499999999999991,0.15000000000000002,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8010.0,8020.0,8025.0,0.55,0.55,0.5,-0.033333333333333326,0.1166666666666667,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8030.0,8040.0,8050.0,0.5,0.5,0.425,-0.03749999999999998,0.15000000000000002,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8050.0,8060.0,8080.0,0.425,0.45,0.45,-0.016666666666666663,0.15000000000000002,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8060.0,8080.0,8100.0,0.45,0.45,0.375,-0.03750000000000003,0.09999999999999998,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8100.0,8110.0,8120.0,0.375,0.4,0.4,-0.012500000000000011,0.125,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8110.0,8120.0,8125.0,0.4,0.4,0.35,-0.033333333333333326,0.15000000000000008,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8140.0,8150.0,8160.0,0.325,0.35,0.35,-0.012499999999999956,0.17500000000000004,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8150.0,8160.0,8175.0,0.35,0.35,0.325,-0.010000000000000009,0.18000000000000005,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8175.0,8200.0,8210.0,0.325,0.35,0.30000000000000004,-0.042857142857142816,0.10000000000000003,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8210.0,8225.0,8230.0,0.30000000000000004,0.325,0.25,-0.0625,0.07499999999999996,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8230.0,8250.0,8275.0,0.25,0.3,0.25,-0.04999999999999999,0.04999999999999999,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8300.0,8325.0,8350.0,0.22499999999999998,0.25,0.22499999999999998,-0.025000000000000022,0.15,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8350.0,8400.0,8425.0,0.22499999999999998,0.22499999999999998,0.175,-0.033333333333333326,0.11666666666666667,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8425.0,8450.0,8475.0,0.175,0.2,0.2,-0.012500000000000011,0.17500000000000002,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8450.0,8475.0,8500.0,0.2,0.2,0.175,-0.012500000000000011,0.17500000000000002,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8525.0,8550.0,8575.0,0.175,0.175,0.15,-0.012500000000000011,0.15,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8650.0,8700.0,8800.0,0.15000000000000002,0.15000000000000002,0.125,-0.00833333333333336,0.1,False,,,,,,,,,
butterfly,2026-08-21 00:00:00,8800.0,8900.0,9000.0,0.125,0.125,0.07500000000000001,-0.024999999999999994,0.10000000000000002,False,,,,,,,,,
butterfly,2026-08-24 00:00:00,6650.0,6675.0,6700.0,836.1574999999586,811.8474999999598,787.3874999999609,-0.07500000000004547,0.20000000000004547,False,,,,,,,,,
butterfly,2026-08-24 00:00:00,6975.0,7000.0,7025.0,522.5274999999733,499.26749999997435,475.8574999999755,-0.07499999999993179,0.25,False,,,,,,,,,
butterfly,2026-08-24 00:00:00,7000.0,7025.0,7050.0,499.26749999997435,475.8574999999755,452.2474999999766,-0.10000000000002274,0.25,False,,,,,,,,,
butterfly,2026-08-24 00:00:00,7350.0,7375.0,7380.0,192.37749999999005,173.36749999999117,169.5154999999914,-0.04166666666665719,0.45000000000001705,False,,,,,,,,,
butterfly,2026-08-24 00:00:00,7400.0,7420.0,7425.0,155.20749999999228,140.94949999999318,137.3474999999934,-0.030000000000001137,0.4199999999999875,False,,,,,,,,,
butterfly,2026-08-24 00:00:00,7425.0,7450.0,7470.0,137.3474999999934,120.43749999999451,106.87949999999542,-0.01666666666666572,0.4333333333333371,False,,,,,,,,,
butterfly,2026-08-24 00:00:00,7475.0,7480.0,7500.0,103.82749999999565,100.97549999999586,88.85,-0.14349999999933516,0.35650000000066484,False,,,,,,,,,
butterfly,2026-08-24 00:00:00,7525.0,7540.0,7550.0,74.3,66.7,61.25,-0.23000000000000398,0.23999999999999488,False,,,,,,,,,
butterfly,2026-08-26 00:00:00,7400.0,7425.0,7500.0,167.42371654048458,149.59129626802843,95.3,-0.198508862664994,0.32649113733501167,False,,,,,,,,,
butterfly,2026-08-26 00:00:00,7500.0,7525.0,7530.0,95.3,80.9,77.7,-0.26666666666667993,0.3333333333333428,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,5700.0,5800.0,5900.0,1789.6288744396404,1690.2410879218367,1590.8033014040327,-0.02500000000009095,0.125,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,6050.0,6100.0,6150.0,1441.9216216273269,1392.352728368425,1342.683835109523,-0.049999999999954525,0.15000000000009095,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,6600.0,6625.0,6650.0,898.4137957794056,873.9293491499546,849.3449025205038,-0.049999999999954525,0.20000000000004547,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,6675.0,6700.0,6725.0,824.8604558910527,800.6260092616018,776.2915626321508,-0.05000000000006821,0.14999999999986358,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,6775.0,6800.0,6825.0,727.7726693732487,703.6382227437979,679.4037761143469,-0.05000000000006821,0.25,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,6825.0,6850.0,6875.0,679.4037761143469,655.619329484896,631.484882855445,-0.1750000000000682,0.05000000000006821,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,6900.0,6925.0,6950.0,607.6004362259939,584.0659895965431,560.431542967092,-0.05000000000006821,0.1999999999999318,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,6975.0,6990.0,7000.0,536.9970963376411,522.9864283599705,513.5626497081901,-0.05000000000006821,0.3000000000000682,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7050.0,7070.0,7075.0,467.2937564492882,449.1461991457274,444.3593098198372,-0.19999999999998863,0.10000000000002274,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7150.0,7170.0,7175.0,377.0059699314843,359.3584126279235,354.92152330203334,-0.01999999999998181,0.44000000000005457,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7180.0,7190.0,7200.0,350.58463397614315,342.01085532436275,333.23707667258236,-0.10000000000002274,0.25,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7225.0,7230.0,7240.0,311.80263004313144,307.6157407172412,299.1419620654608,-0.03333333333330302,0.36666666666667425,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7230.0,7240.0,7250.0,307.6157407172412,299.1419620654608,290.51818341368045,-0.07499999999998863,0.30000000000001137,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7350.0,7375.0,7380.0,209.88039689587657,190.9459502664256,187.0090609405354,-0.125,0.21666666666666856,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7380.0,7390.0,7400.0,187.0090609405354,179.785282288755,172.36150363697462,-0.10000000000002274,0.3499999999999943,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7425.0,7430.0,7440.0,154.72705700752365,151.64016768163344,144.26638902985306,-0.39999999999997726,2.842170943040401e-14,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7450.0,7460.0,7475.0,137.34261037807266,130.9188317262923,121.00816374862171,-0.11000000000001364,0.34000000000003183,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7475.0,7480.0,7490.0,121.00816374862171,118.37127442273152,111.84749577095113,-0.4166666666666714,0.06666666666667709,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7490.0,7500.0,7510.0,111.84749577095113,106.05,100.05,-0.10125211452442784,0.39874788547557216,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7520.0,7525.0,7540.0,94.3,91.8,83.5,-0.20000000000000284,0.2749999999999915,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7575.0,7580.0,7590.0,66.15,63.95,58.900000000000006,-0.21666666666666856,0.23333333333333428,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7600.0,7610.0,7620.0,54.75,51.099999999999994,47.099999999999994,-0.17499999999999716,0.19999999999999574,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7620.0,7625.0,7630.0,47.099999999999994,45.35,43.55,-0.025000000000005684,0.3499999999999943,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7700.0,7710.0,7720.0,23.450000000000003,21.4,19.3,-0.02499999999999858,0.3500000000000014,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7720.0,7725.0,7730.0,19.3,18.450000000000003,17.549999999999997,-0.025000000000005684,0.3000000000000007,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,7760.0,7775.0,7780.0,13.15,11.3,10.65,-0.025000000000000355,0.22500000000000142,False,,,,,,,,,
butterfly,2026-08-28 00:00:00,8150.0,8200.0,8250.0,0.675,0.6000000000000001,0.5,-0.012500000000000067,0.09999999999999998,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,5300.0,5325.0,5350.0,2187.375333785272,2162.523611548142,2137.621889311013,-0.024999999999636202,0.1000000000003638,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,5350.0,5400.0,5425.0,2137.621889311013,2087.9184448367546,2063.041722599625,-0.016666666666878882,0.13333333333321207,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,5425.0,5475.0,5500.0,2063.041722599625,2013.3132781253664,1988.4365558882373,-0.008333333333212067,0.10000000000013642,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,5525.0,5550.0,5575.0,1963.559833651108,1938.7081114139787,1913.8313891768494,-0.012500000000045475,0.125,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,5575.0,5600.0,5625.0,1913.8313891768494,1889.00466693972,1864.1529447025907,-0.012500000000045475,0.125,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,5700.0,5725.0,5750.0,1789.5977779912027,1764.7710557540736,1739.9193335169443,-0.012500000000045475,0.125,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,5900.0,5910.0,5925.0,1590.9590000941685,1583.4883111993167,1566.132277857039,-2.4600000000000364,-2.2599999999997635,True,,,,,,,,,
butterfly,2026-08-31 00:00:00,5925.0,5950.0,5975.0,1566.132277857039,1541.3555556199099,1516.5288333827805,-0.02500000000009095,0.15000000000009095,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6020.0,6050.0,6070.0,1471.8607333559478,1442.1486666713927,1422.3072888816891,-0.01999999999998181,0.1799999999998363,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6070.0,6080.0,6100.0,1422.3072888816891,1412.4365999868376,1392.545222197134,-0.049999999999954525,0.13333333333343944,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6125.0,6150.0,6175.0,1367.7684999600049,1343.0417777228754,1318.2650554857462,-0.024999999999863576,0.20000000000004547,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6175.0,6190.0,6200.0,1318.2650554857462,1303.4090221434685,1293.488333248617,-0.009999999999763531,0.16000000000008185,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6200.0,6230.0,6250.0,1293.488333248617,1263.8262665640618,1244.0348887743583,-0.009999999999990905,0.24000000000023647,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6250.0,6260.0,6270.0,1244.0348887743583,1234.1641998795067,1224.243510984655,-0.02500000000009095,0.20000000000004547,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6270.0,6275.0,6280.0,1224.243510984655,1219.308166537229,1214.3228220898031,-0.024999999999863576,0.1999999999998181,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6280.0,6290.0,6300.0,1214.3228220898031,1204.5521331949515,1194.6314443000997,-0.07500000000004547,0.09999999999990905,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6330.0,6340.0,6350.0,1164.9193776155446,1155.0986887206927,1145.2279998258412,-0.024999999999863576,0.15000000000009095,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6425.0,6430.0,6440.0,1071.1978331144533,1066.3624886670273,1056.4417997721757,-0.08333333333303017,0.16666666666651508,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6450.0,6475.0,6480.0,1046.521110877324,1022.0443886401946,1017.0090441927688,-0.11666666666656056,0.13333333333343944,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6480.0,6500.0,6525.0,1017.0090441927688,997.4676664030653,972.790944165936,-0.11111111111108585,0.11111111111108585,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6525.0,6550.0,6575.0,972.790944165936,948.3642219288067,923.8374996916774,-0.049999999999954525,0.2499999999998863,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6550.0,6575.0,6590.0,948.3642219288067,923.8374996916774,909.0814663493999,-0.024999999999977263,0.27499999999997726,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6600.0,6610.0,6625.0,899.2607774545481,889.6400885596964,874.9340552174189,-0.11000000000001364,0.14000000000010004,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6640.0,6650.0,6660.0,860.2280218751413,850.5573329802895,840.7866440854378,-0.049999999999954525,0.25,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6650.0,6660.0,6675.0,850.5573329802895,840.7866440854378,826.0806107431603,-0.020000000000095497,0.2599999999999909,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6660.0,6675.0,6680.0,840.7866440854378,826.0806107431603,821.1452662957344,-0.02500000000009095,0.22500000000002274,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6680.0,6690.0,6700.0,821.1452662957344,811.5245774008827,801.8538885060309,-0.02500000000009095,0.1999999999999318,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6690.0,6700.0,6710.0,811.5245774008827,801.8538885060309,791.9831996111792,-0.09999999999990905,0.09999999999990905,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6710.0,6725.0,6750.0,791.9831996111792,777.6271662689016,753.4004440317724,-0.11249999999995453,0.08749999999997726,False,,,,,,,,,
butterfly,2026-08-31 00:00:00,6725.0,6750.0,6760.0,777.6271662689016,753.4004440317724,743.6297551369206,-0.0571428571429351,0.14285714285711038,False,,,,,,,,,
